Message;Average power(Watts);Average frecuenzy(GHz) ;Max power(Watts);Max frecuenzy(GHz) ;Min power(Watts);Min frecuenzy(GHz) ;C2 resident;C2 count;C2 latency;C1 resident;C1 count;C1 latency;C0 resident;C0 count;C0 latency;POLL resident;POLL count;POLL latency;time;
idle;39.22;1.30;41.24;1.43;37.64;1.23;;;;0.305;5425;2;5.821;;;0.001;264;0;20.02;
1500000-threshold-55;51.41;1.48;52.63;1.49;47.10;1.46;;;;0.177;5626;2;38.948;;;0.006;4521;0;20.24;
idle;39.00;1.27;41.19;1.35;37.51;1.17;;;;0.243;4272;2;5.501;;;0.001;104;0;20.02;
1500000-threshold-60;51.68;1.48;55.44;1.50;45.22;1.48;;;;0.197;4440;2;40.818;;;0.004;3568;0;20.06;
idle;38.89;1.28;40.50;1.35;37.04;1.22;;;;0.277;5228;2;5.556;;;0.000;115;0;20.02;
1500000-threshold-65;48.67;1.49;51.90;1.50;46.19;1.48;;;;0.241;8252;2;28.985;;;0.003;3650;0;29.96;
idle;39.11;1.28;40.50;1.34;37.62;1.22;;;;0.288;4563;2;5.657;;;0.001;158;0;20.01;
1500000-threshold-70;52.25;1.48;56.20;1.50;46.12;1.48;;;;0.174;5188;2;40.443;;;0.004;3518;0;20.48;
idle;39.11;1.28;40.64;1.40;37.31;1.22;;;;0.267;4326;2;5.714;;;0.000;121;0;20.02;
1500000-threshold-75;51.18;1.49;51.85;1.50;49.18;1.48;;;;0.144;4988;2;38.287;;;0.005;4154;0;20.57;
idle;38.94;1.27;40.54;1.33;37.74;1.22;;;;0.243;4790;2;5.299;;;0.000;222;0;20.02;
1500000-threshold-80;46.42;1.49;47.26;1.50;45.59;1.48;;;;0.207;10104;2;22.825;;;0.002;3692;0;41.14;
idle;39.04;1.28;40.17;1.34;38.04;1.22;;;;0.251;4721;2;5.458;;;0.001;128;0;20.02;
1500000-threshold-85;48.14;1.49;51.84;1.50;46.05;1.47;;;;0.215;7886;2;28.096;;;0.004;4021;0;31.21;
idle;38.93;1.28;40.97;1.39;37.61;1.20;;;;0.246;4781;2;5.480;;;0.000;109;0;20.02;
1500000-threshold-90;48.33;1.49;51.70;1.50;44.67;1.46;;;;0.182;6880;2;28.901;;;0.004;4080;0;30.14;
idle;39.28;1.29;40.42;1.35;38.29;1.22;;;;0.282;4984;2;5.832;;;0.000;114;0;20.02;
1500000-threshold-95;48.40;1.49;51.78;1.50;45.06;1.48;;;;0.197;7411;2;27.955;;;0.003;3862;0;31.73;
idle;39.29;1.29;43.23;1.33;38.13;1.23;;;;0.277;5361;2;5.823;;;0.001;142;0;20.02;
1500000-threshold-100;52.12;1.49;53.40;1.50;49.04;1.48;;;;0.201;5306;2;39.237;;;0.005;3664;0;20.12;
idle;39.29;1.28;43.35;1.36;37.29;1.20;;;;0.290;4677;2;5.714;;;0.001;117;0;20.01;
1500000-threshold-105;48.50;1.49;51.91;1.50;44.89;1.47;;;;0.209;7780;2;28.881;;;0.004;3669;0;30.11;
idle;38.71;1.28;40.23;1.33;37.46;1.25;;;;0.308;4900;2;5.401;;;0.001;153;0;20.02;
1500000-threshold-110;48.11;1.49;52.16;1.50;45.54;1.48;;;;0.187;7428;2;28.149;;;0.003;4115;0;31.33;
idle;38.57;1.28;40.63;1.34;36.67;1.21;;;;0.292;4496;2;5.339;;;0.001;95;0;20.02;
1500000-threshold-115;51.77;1.48;55.69;1.50;45.75;1.47;;;;0.188;4734;2;39.746;;;0.005;3758;0;20.71;
idle;39.01;1.28;41.06;1.37;37.29;1.21;;;;0.315;4991;2;5.630;;;0.000;122;0;20.02;
1500000-threshold-120;48.38;1.49;51.72;1.50;44.72;1.44;;;;0.206;8564;2;28.700;;;0.003;3060;0;30.39;
idle;38.88;1.29;43.28;1.41;36.85;1.20;;;;0.316;4943;2;5.748;;;0.001;122;0;20.02;
1500000-threshold-125;47.70;1.49;51.80;1.50;45.41;1.48;;;;0.218;7901;2;27.895;;;0.003;3741;0;31.29;
idle;38.66;1.29;40.66;1.35;37.00;1.24;;;;0.245;4542;2;5.225;;;0.000;106;0;20.02;
1500000-threshold-130;48.53;1.49;51.68;1.49;45.89;1.47;;;;0.226;8075;2;29.139;;;0.004;4034;0;29.39;
idle;38.98;1.28;40.41;1.34;36.96;1.21;;;;0.304;4961;2;5.609;;;0.001;124;0;20.00;
1500000-threshold-135;50.92;1.48;52.52;1.49;45.39;1.48;;;;0.272;5740;2;37.909;;;0.005;4339;0;20.29;
idle;38.83;1.27;39.64;1.31;37.87;1.22;;;;0.345;4898;2;5.421;;;0.000;102;0;20.02;
1500000-threshold-140;48.45;1.49;51.53;1.50;46.03;1.48;;;;0.203;9071;2;28.633;;;0.003;3599;0;28.98;
idle;39.28;1.29;40.65;1.35;37.57;1.22;;;;0.313;4901;2;5.802;;;0.001;127;0;20.02;
1500000-threshold-145;47.97;1.49;51.28;1.50;45.53;1.46;;;;0.244;9102;2;28.246;;;0.003;4027;0;31.31;
idle;39.33;1.28;42.71;1.36;37.61;1.19;;;;0.270;4520;2;5.914;;;0.000;110;0;20.01;
1500000-threshold-150;51.45;1.48;56.78;1.50;45.51;1.46;;;;0.174;4690;2;38.924;;;0.005;3092;0;20.27;
idle;39.25;1.27;41.35;1.35;37.52;1.19;;;;0.296;5044;2;5.640;;;0.001;112;0;20.02;
1500000-threshold-155;48.31;1.49;52.09;1.50;45.52;1.46;;;;0.199;8158;2;28.760;;;0.003;3390;0;29.08;
idle;38.92;1.28;40.73;1.34;38.32;1.24;;;;0.266;4682;2;5.316;;;0.001;798;0;20.02;
1500000-threshold-160;48.58;1.49;52.16;1.50;44.19;1.42;;;;0.234;7592;2;28.749;;;0.003;3713;0;29.05;
idle;39.16;1.27;41.79;1.34;37.68;1.21;;;;0.275;4902;2;5.425;;;0.000;111;0;20.02;
1500000-threshold-165;48.58;1.49;52.59;1.50;45.95;1.48;;;;0.242;7951;2;28.833;;;0.003;3532;0;28.75;
idle;39.50;1.28;42.57;1.35;37.95;1.20;;;;0.277;5106;2;5.762;;;0.000;120;0;20.02;
1500000-threshold-170;51.81;1.48;57.16;1.50;44.98;1.46;;;;0.212;5187;2;39.991;;;0.005;3636;0;19.14;
idle;39.15;1.27;40.51;1.32;38.03;1.19;;;;0.331;4985;2;5.628;;;0.001;135;0;20.00;
1500000-threshold-175;48.50;1.49;52.80;1.50;44.65;1.45;;;;0.186;7040;2;28.202;;;0.003;3425;0;29.14;
idle;39.19;1.28;41.39;1.35;37.59;1.22;;;;0.256;4908;2;5.588;;;0.000;100;0;20.02;
1500000-threshold-180;48.56;1.49;52.72;1.49;45.15;1.46;;;;0.222;6590;2;28.524;;;0.003;3435;0;28.11;
idle;39.68;1.30;42.55;1.37;38.51;1.23;;;;0.266;4600;2;6.564;;;0.001;117;0;20.02;
1500000-threshold-185;48.61;1.49;52.59;1.50;46.17;1.48;;;;0.194;7295;2;27.836;;;0.003;3551;0;29.90;
idle;39.29;1.28;41.87;1.34;38.17;1.23;;;;0.269;5144;2;5.682;;;0.001;146;0;20.02;
1500000-threshold-190;48.64;1.49;52.59;1.50;45.98;1.48;;;;0.229;7534;2;28.585;;;0.004;3613;0;27.76;
idle;39.30;1.29;41.12;1.37;37.59;1.22;;;;0.273;4766;2;5.747;;;0.000;113;0;20.02;
1500000-threshold-195;51.82;1.48;57.71;1.50;46.19;1.47;;;;0.146;4336;2;39.130;;;0.005;3379;0;18.43;
idle;39.18;1.27;40.21;1.34;38.04;1.20;;;;0.214;4338;2;5.536;;;0.001;94;0;20.02;
1500000-threshold-200;52.98;1.48;58.12;1.50;46.49;1.47;;;;0.248;4643;2;40.387;;;0.006;3488;0;17.90;
idle;38.83;1.28;40.56;1.33;37.57;1.21;;;;0.301;4850;2;5.332;;;0.000;95;0;20.02;
1500000-threshold-205;48.23;1.49;52.39;1.50;45.95;1.48;;;;0.264;7668;2;28.133;;;0.004;3963;0;27.16;
idle;39.09;1.28;40.84;1.36;37.53;1.21;;;;0.318;4996;2;5.642;;;0.000;121;0;20.02;
1500000-threshold-210;52.93;1.48;58.07;1.50;46.58;1.47;;;;0.208;4223;2;40.875;;;0.006;3832;0;16.90;
idle;39.00;1.28;39.87;1.38;37.97;1.20;;;;0.346;5536;2;5.452;;;0.001;163;0;20.02;
1500000-threshold-215;52.58;1.48;58.86;1.50;46.07;1.47;;;;0.202;4769;2;40.481;;;0.005;3276;0;17.69;
idle;38.88;1.27;40.40;1.36;37.25;1.22;;;;0.263;4641;2;5.441;;;0.000;135;0;20.01;
1500000-threshold-220;48.50;1.49;52.73;1.50;45.98;1.48;;;;0.225;7256;2;28.678;;;0.004;3737;0;25.28;
idle;39.23;1.29;40.35;1.36;37.70;1.22;;;;0.288;4956;2;5.709;;;0.000;112;0;20.02;
1500000-threshold-225;52.43;1.48;58.37;1.49;45.67;1.47;;;;0.180;5156;2;39.372;;;0.005;3281;0;18.27;
idle;39.03;1.26;40.24;1.32;37.53;1.21;;;;0.259;4405;2;5.379;;;0.001;115;0;20.02;
1500000-threshold-230;52.68;1.48;57.49;1.50;46.11;1.47;;;;0.175;4139;2;40.606;;;0.005;3290;0;16.76;
idle;39.15;1.27;42.81;1.32;37.94;1.21;;;;0.295;4481;2;5.407;;;0.001;128;0;20.02;
1500000-threshold-235;48.43;1.49;53.03;1.50;45.63;1.47;;;;0.187;7112;2;28.624;;;0.004;3534;0;26.24;
idle;39.40;1.28;40.41;1.33;37.86;1.22;;;;0.276;5167;2;5.699;;;0.000;113;0;20.00;
1500000-threshold-240;51.54;1.48;52.46;1.50;48.92;1.48;;;;0.138;4715;2;38.672;;;0.006;4322;0;17.09;
idle;39.15;1.26;40.31;1.31;37.76;1.21;;;;0.265;4712;2;5.296;;;0.001;140;0;20.01;
1500000-threshold-245;48.66;1.49;54.25;1.50;45.97;1.48;;;;0.230;7355;2;29.180;;;0.004;3560;0;25.73;
idle;39.21;1.27;42.00;1.36;37.67;1.19;;;;0.279;4697;2;5.432;;;0.000;109;0;20.02;
1500000-threshold-250;46.79;1.49;48.06;1.50;45.28;1.44;;;;0.285;10735;2;22.983;;;0.003;3647;0;35.11;
idle;39.31;1.28;40.98;1.35;37.95;1.21;;;;0.303;4460;2;5.531;;;0.001;113;0;20.02;
1500000-threshold-255;52.78;1.48;57.54;1.49;46.99;1.47;;;;0.184;4618;2;40.968;;;0.006;3280;0;16.44;
idle;39.35;1.34;44.50;1.49;37.45;1.27;;;;0.237;4621;2;5.568;;;0.000;118;0;20.01;
1600000-threshold-0;52.96;1.57;56.59;1.60;46.77;1.56;;;;0.179;3732;2;39.268;;;0.005;2905;0;18.87;
idle;39.23;1.33;41.04;1.41;37.51;1.24;;;;0.251;4692;2;5.331;;;0.000;91;0;20.02;
1600000-threshold-5;52.32;1.58;57.03;1.60;46.23;1.56;;;;0.161;4623;2;38.843;;;0.005;3301;0;20.30;
idle;38.95;1.34;41.02;1.38;37.54;1.28;;;;0.258;4331;2;5.113;;;0.000;102;0;20.02;
1600000-threshold-10;52.26;1.58;52.92;1.60;49.79;1.57;;;;0.148;4405;2;37.877;;;0.005;4043;0;19.94;
idle;39.37;1.35;42.25;1.47;37.65;1.25;;;;0.302;5277;2;5.786;;;0.001;136;0;20.00;
1600000-threshold-15;52.40;1.57;56.33;1.60;46.48;1.56;;;;0.189;4763;2;39.842;;;0.005;3309;0;19.49;
idle;39.04;1.34;43.17;1.40;36.84;1.23;;;;0.296;4706;2;5.360;;;0.000;107;0;20.02;
1600000-threshold-20;52.17;1.58;56.76;1.60;46.45;1.55;;;;0.183;5066;2;38.088;;;0.005;3468;0;20.94;
idle;38.73;1.33;40.65;1.40;37.03;1.26;;;;0.334;5094;2;5.097;;;0.001;151;0;20.02;
1600000-threshold-25;52.41;1.57;57.12;1.60;46.27;1.55;;;;0.186;5340;2;39.297;;;0.004;3513;0;19.99;
idle;39.58;1.35;43.81;1.47;38.25;1.29;;;;0.290;5103;2;5.980;;;0.001;558;0;20.02;
1600000-threshold-30;52.44;1.57;56.39;1.60;45.64;1.55;;;;0.168;5020;2;40.295;;;0.005;3827;0;19.10;
idle;39.15;1.34;42.23;1.41;36.38;1.23;;;;0.370;5054;2;5.388;;;0.001;139;0;20.02;
1600000-threshold-35;52.32;1.57;56.94;1.59;45.09;1.55;;;;0.185;4912;2;38.798;;;0.005;3971;0;20.59;
idle;38.96;1.34;40.65;1.40;37.50;1.29;;;;0.307;5944;2;5.316;;;0.001;135;0;20.02;
1600000-threshold-40;52.36;1.57;56.56;1.60;45.64;1.55;;;;0.167;5439;2;39.587;;;0.005;3691;0;19.63;
idle;39.39;1.35;42.59;1.44;37.88;1.27;;;;0.287;4810;2;5.840;;;0.000;108;0;20.02;
1600000-threshold-45;52.43;1.58;56.54;1.60;46.54;1.56;;;;0.175;4781;2;39.444;;;0.005;3697;0;19.75;
idle;38.99;1.33;40.54;1.39;37.66;1.25;;;;0.286;4744;2;5.132;;;0.001;137;0;20.02;
1600000-threshold-50;49.07;1.58;52.80;1.60;46.36;1.57;;;;0.208;8229;2;28.676;;;0.003;3987;0;28.85;
idle;39.20;1.33;41.20;1.42;37.87;1.23;;;;0.241;4885;2;5.249;;;0.000;126;0;20.02;
1600000-threshold-55;52.54;1.57;56.79;1.59;46.26;1.55;;;;0.206;4552;2;39.569;;;0.004;2697;0;19.68;
idle;39.18;1.34;40.92;1.46;37.61;1.20;;;;0.279;5272;2;5.260;;;0.001;174;0;20.01;
1600000-threshold-60;51.56;1.58;52.48;1.59;49.11;1.56;;;;0.174;4917;2;38.252;;;0.006;4199;0;19.30;
idle;41.62;1.39;48.69;1.54;38.78;1.28;;;;0.307;4763;2;7.544;;;0.001;172;0;20.02;
1600000-threshold-65;48.92;1.58;52.38;1.59;45.71;1.55;;;;0.209;8170;2;28.714;;;0.004;4358;0;29.45;
idle;39.23;1.34;40.65;1.43;37.18;1.22;;;;0.257;4617;2;5.309;;;0.000;107;0;20.02;
1600000-threshold-70;51.93;1.58;52.81;1.60;50.27;1.57;;;;0.180;5108;2;38.595;;;0.006;4148;0;19.59;
idle;39.35;1.34;40.53;1.39;37.98;1.28;;;;0.350;5464;2;5.363;;;0.001;132;0;20.02;
1600000-threshold-75;52.56;1.58;56.44;1.60;46.43;1.56;;;;0.162;4460;2;40.026;;;0.004;3466;0;19.48;
idle;39.50;1.34;43.02;1.45;37.32;1.24;;;;0.339;5351;2;5.573;;;0.000;122;0;20.02;
1600000-threshold-80;49.09;1.58;52.44;1.60;46.39;1.57;;;;0.250;8007;2;28.452;;;0.004;3839;0;28.98;
idle;39.25;1.34;41.37;1.45;37.79;1.27;;;;0.320;4970;2;5.205;;;0.001;116;0;20.02;
1600000-threshold-85;52.58;1.57;56.79;1.60;45.87;1.55;;;;0.221;4558;2;40.296;;;0.006;4047;0;19.31;
idle;38.97;1.34;40.46;1.43;38.10;1.28;;;;0.319;5354;2;5.174;;;0.001;137;0;20.00;
1600000-threshold-90;52.32;1.57;56.51;1.60;45.44;1.54;;;;0.172;4639;2;38.861;;;0.005;4098;0;20.33;
idle;39.24;1.34;40.43;1.40;38.35;1.29;;;;0.342;5212;2;5.357;;;0.001;148;0;20.00;
1600000-threshold-95;46.80;1.59;48.21;1.60;46.04;1.55;;;;0.242;11030;2;22.672;;;0.003;4014;0;38.67;
idle;39.16;1.34;40.29;1.44;37.84;1.25;;;;0.258;5259;2;5.354;;;0.001;136;0;20.02;
1600000-threshold-100;52.99;1.57;57.33;1.60;46.18;1.56;;;;0.184;4948;2;40.650;;;0.005;3559;0;19.16;
idle;39.18;1.33;43.39;1.42;37.52;1.26;;;;0.300;4569;2;5.426;;;0.000;126;0;20.00;
1600000-threshold-105;52.02;1.58;53.33;1.59;49.57;1.57;;;;0.199;5096;2;38.139;;;0.005;4007;0;19.71;
idle;39.06;1.33;40.92;1.42;37.32;1.21;;;;0.317;5366;2;5.176;;;0.001;124;0;20.02;
1600000-threshold-110;52.88;1.58;54.19;1.60;49.72;1.57;;;;0.200;4457;2;38.431;;;0.005;4262;0;19.67;
idle;39.04;1.34;40.32;1.44;37.60;1.27;;;;0.307;5329;2;5.456;;;0.001;136;0;20.02;
1600000-threshold-115;52.26;1.58;56.50;1.60;46.06;1.56;;;;0.224;4900;2;39.606;;;0.005;3352;0;19.40;
idle;39.11;1.35;44.26;1.46;38.05;1.30;;;;0.290;4623;2;5.382;;;0.000;103;0;20.02;
1600000-threshold-120;52.79;1.57;57.20;1.60;45.08;1.47;;;;0.212;4711;2;40.325;;;0.005;3342;0;19.12;
idle;39.04;1.34;40.21;1.39;38.07;1.28;;;;0.242;4767;2;5.220;;;0.001;112;0;20.02;
1600000-threshold-125;48.70;1.58;51.76;1.60;46.13;1.57;;;;0.235;8008;2;28.463;;;0.004;3939;0;29.58;
idle;39.26;1.35;40.89;1.49;37.46;1.26;;;;0.344;4834;2;5.493;;;0.001;155;0;20.02;
1600000-threshold-130;52.22;1.58;53.37;1.60;48.39;1.56;;;;0.207;5135;2;39.139;;;0.006;4012;0;19.05;
idle;39.45;1.36;43.57;1.45;37.87;1.29;;;;0.324;5035;2;5.704;;;0.001;183;0;20.02;
1600000-threshold-135;52.07;1.58;53.03;1.60;50.41;1.57;;;;0.186;5169;2;38.561;;;0.005;4175;0;18.85;
idle;39.58;1.37;42.75;1.50;37.43;1.30;;;;0.343;5248;2;6.189;;;0.001;199;0;20.02;
1600000-threshold-140;48.78;1.58;52.54;1.60;45.50;1.56;;;;0.217;8316;2;28.055;;;0.003;3514;0;28.83;
idle;39.04;1.34;40.61;1.38;37.62;1.30;;;;0.376;5255;2;5.249;;;0.000;121;0;20.02;
1600000-threshold-145;52.36;1.57;57.92;1.60;46.44;1.55;;;;0.235;4908;2;38.834;;;0.005;3234;0;19.45;
idle;39.48;1.34;42.99;1.47;37.72;1.27;;;;0.316;5299;2;5.581;;;0.001;137;0;20.02;
1600000-threshold-150;48.66;1.58;52.96;1.60;45.99;1.57;;;;0.195;6866;2;27.580;;;0.003;3353;0;31.02;
idle;39.23;1.35;40.46;1.40;38.20;1.27;;;;0.306;4658;2;5.361;;;0.001;342;0;20.01;
1600000-threshold-155;49.35;1.58;52.99;1.60;46.26;1.57;;;;0.230;6753;2;29.031;;;0.003;4012;0;27.28;
idle;39.11;1.33;40.78;1.40;38.03;1.24;;;;0.253;4605;2;5.253;;;0.000;120;0;20.01;
1600000-threshold-160;53.36;1.57;59.23;1.60;46.98;1.56;;;;0.219;4932;2;41.244;;;0.006;3628;0;17.83;
idle;39.00;1.34;40.50;1.40;37.99;1.27;;;;0.330;5477;2;5.186;;;0.000;103;0;20.02;
1600000-threshold-165;48.97;1.58;53.00;1.60;45.74;1.57;;;;0.213;7568;2;27.794;;;0.003;4122;0;28.69;
idle;38.99;1.35;40.01;1.45;37.74;1.31;;;;0.280;4928;2;5.390;;;0.001;136;0;20.02;
1600000-threshold-170;52.42;1.58;57.82;1.60;46.65;1.56;;;;0.147;4584;2;38.878;;;0.004;3508;0;18.63;
idle;39.03;1.34;41.57;1.42;37.49;1.28;;;;0.332;4859;2;5.376;;;0.000;106;0;20.02;
1600000-threshold-175;53.26;1.57;58.33;1.60;46.85;1.56;;;;0.190;4751;2;40.498;;;0.005;3433;0;17.98;
idle;38.82;1.33;40.33;1.39;37.29;1.26;;;;0.336;5355;2;5.292;;;0.001;430;0;20.00;
1600000-threshold-180;52.97;1.57;57.85;1.60;46.45;1.56;;;;0.229;4323;2;40.611;;;0.005;3287;0;17.55;
idle;39.08;1.35;40.84;1.42;37.57;1.24;;;;0.282;4697;2;5.488;;;0.000;99;0;20.02;
1600000-threshold-185;49.10;1.58;53.12;1.60;46.30;1.57;;;;0.253;7238;2;28.656;;;0.004;3847;0;26.64;
idle;38.97;1.35;41.50;1.42;37.93;1.27;;;;0.296;4243;2;5.342;;;0.001;365;0;20.02;
1600000-threshold-190;49.12;1.58;52.87;1.59;46.44;1.57;;;;0.206;6196;2;28.468;;;0.004;3876;0;26.56;
idle;38.96;1.35;40.22;1.41;37.65;1.28;;;;0.274;4883;2;5.298;;;0.001;535;0;20.02;
1600000-threshold-195;52.72;1.57;58.56;1.60;46.07;1.55;;;;0.148;3977;2;40.242;;;0.006;3790;0;17.05;
idle;38.96;1.36;40.45;1.47;37.93;1.27;;;;0.275;4798;2;5.329;;;0.001;119;0;20.02;
1600000-threshold-200;53.59;1.57;58.21;1.60;46.77;1.56;;;;0.159;4301;2;41.155;;;0.006;3820;0;16.63;
idle;39.23;1.35;41.70;1.42;37.99;1.30;;;;0.274;5159;2;5.650;;;0.001;291;0;20.02;
1600000-threshold-205;53.26;1.57;59.30;1.59;46.70;1.56;;;;0.195;4005;2;40.084;;;0.005;3363;0;16.83;
idle;38.95;1.34;40.30;1.41;37.43;1.28;;;;0.294;4934;2;5.210;;;0.001;134;0;20.02;
1600000-threshold-210;52.26;1.57;53.25;1.60;49.71;1.57;;;;0.190;4733;2;38.490;;;0.006;3506;0;16.59;
idle;39.19;1.35;40.50;1.41;37.73;1.29;;;;0.339;5248;2;5.430;;;0.001;141;0;20.02;
1600000-threshold-215;47.29;1.59;48.11;1.60;46.42;1.57;;;;0.299;10305;2;22.760;;;0.003;3803;0;34.07;
idle;39.39;1.34;42.24;1.44;37.51;1.24;;;;0.357;4783;2;5.654;;;0.001;137;0;20.02;
1600000-threshold-220;52.31;1.57;53.02;1.60;49.94;1.57;;;;0.180;4302;2;38.500;;;0.006;4274;0;16.35;
idle;38.97;1.34;40.66;1.41;37.79;1.27;;;;0.322;4290;2;5.240;;;0.001;130;0;20.02;
1600000-threshold-225;48.78;1.58;53.11;1.60;44.91;1.54;;;;0.289;7742;2;28.109;;;0.004;3862;0;25.16;
idle;39.24;1.34;40.89;1.47;37.77;1.28;;;;0.338;5090;2;5.344;;;0.000;126;0;20.02;
1600000-threshold-230;52.27;1.57;53.20;1.60;49.82;1.56;;;;0.204;4827;2;37.990;;;0.007;4105;0;16.43;
idle;39.51;1.35;41.16;1.42;37.42;1.26;;;;0.261;5348;2;5.664;;;0.001;138;0;20.02;
1600000-threshold-235;53.89;1.57;61.70;1.59;46.07;1.56;;;;0.175;4215;2;39.260;;;0.005;3514;0;17.14;
idle;39.36;1.35;42.53;1.44;38.02;1.27;;;;0.315;5324;2;5.454;;;0.001;180;0;20.02;
1600000-threshold-240;52.40;1.57;58.48;1.60;46.40;1.55;;;;0.202;4695;2;37.980;;;0.004;3246;0;17.63;
idle;39.16;1.36;40.31;1.42;37.74;1.29;;;;0.341;5631;2;5.277;;;0.001;147;0;20.02;
1600000-threshold-245;49.22;1.58;53.23;1.60;46.65;1.57;;;;0.179;7088;2;28.796;;;0.003;3252;0;25.18;
idle;39.58;1.34;42.52;1.41;37.86;1.24;;;;0.323;4748;2;5.913;;;0.001;114;0;20.02;
1600000-threshold-250;52.33;1.57;53.69;1.60;50.07;1.57;;;;0.142;3924;2;37.963;;;0.005;4005;0;16.64;
idle;39.15;1.34;40.93;1.38;37.72;1.27;;;;0.279;4788;2;5.330;;;0.000;105;0;20.02;
1600000-threshold-255;48.77;1.58;53.12;1.59;46.14;1.57;;;;0.223;8159;2;27.996;;;0.004;3808;0;25.91;
idle;39.12;1.34;40.49;1.47;37.82;1.27;;;;0.299;4590;2;5.329;;;0.000;109;0;20.02;
1600000-threshold-0;52.34;1.57;56.42;1.59;45.16;1.56;;;;0.132;4306;2;38.361;;;0.004;3226;0;19.82;
idle;39.28;1.35;44.08;1.47;36.73;1.24;;;;0.298;4879;2;5.573;;;0.001;155;0;20.02;
1600000-threshold-5;52.34;1.57;56.35;1.60;43.98;1.49;;;;0.168;4384;2;40.192;;;0.005;3984;0;19.08;
idle;39.27;1.34;41.90;1.42;37.79;1.26;;;;0.340;5248;2;5.355;;;0.001;164;0;20.02;
1600000-threshold-10;51.94;1.58;53.24;1.60;47.16;1.57;;;;0.179;4815;2;38.140;;;0.006;4578;0;19.22;
idle;38.88;1.34;40.70;1.48;36.94;1.24;;;;0.318;5042;2;5.333;;;0.000;102;0;20.00;
1600000-threshold-15;53.28;1.57;57.55;1.60;46.23;1.56;;;;0.203;5184;2;40.856;;;0.004;3016;0;18.99;
idle;39.37;1.35;43.31;1.47;38.04;1.26;;;;0.340;5173;2;5.654;;;0.001;155;0;20.02;
1600000-threshold-20;48.93;1.58;52.22;1.60;46.35;1.57;;;;0.203;6982;2;29.001;;;0.003;3871;0;28.32;
idle;39.22;1.34;41.24;1.42;37.97;1.27;;;;0.319;5340;2;5.324;;;0.000;105;0;20.02;
1600000-threshold-25;52.95;1.57;57.62;1.60;45.85;1.56;;;;0.152;4412;2;40.475;;;0.005;3338;0;19.24;
idle;39.08;1.34;40.26;1.45;38.18;1.26;;;;0.267;4537;2;5.378;;;0.001;465;0;20.02;
1600000-threshold-30;47.01;1.59;48.89;1.60;45.99;1.58;;;;0.245;10565;2;22.849;;;0.003;3676;0;38.91;
idle;39.08;1.33;40.18;1.43;37.49;1.25;;;;0.270;5027;2;5.197;;;0.000;130;0;20.02;
1600000-threshold-35;48.72;1.58;51.99;1.60;45.89;1.56;;;;0.244;8607;2;28.280;;;0.004;4154;0;29.77;
idle;39.20;1.33;41.53;1.43;37.95;1.27;;;;0.335;4449;2;5.262;;;0.000;118;0;20.02;
1600000-threshold-40;53.50;1.58;58.04;1.60;46.38;1.56;;;;0.195;5048;2;40.748;;;0.005;3883;0;19.36;
idle;39.47;1.34;42.56;1.44;38.47;1.27;;;;0.265;5077;2;5.755;;;0.001;121;0;20.00;
1600000-threshold-45;52.40;1.58;56.67;1.60;46.23;1.56;;;;0.167;4738;2;38.944;;;0.005;3781;0;19.93;
idle;39.34;1.33;41.09;1.46;38.06;1.26;;;;0.294;4969;2;5.465;;;0.001;207;0;20.02;
1600000-threshold-50;52.91;1.57;56.76;1.60;46.48;1.56;;;;0.187;4735;2;40.910;;;0.006;4275;0;18.69;
idle;39.09;1.33;40.14;1.38;38.35;1.26;;;;0.285;4635;2;5.281;;;0.001;128;0;20.02;
1600000-threshold-55;51.69;1.58;52.90;1.60;46.87;1.57;;;;0.194;4846;2;37.505;;;0.005;3666;0;19.90;
idle;39.32;1.34;43.87;1.47;37.85;1.26;;;;0.307;5166;2;5.626;;;0.001;166;0;20.02;
1600000-threshold-60;51.25;1.58;52.77;1.60;45.25;1.56;;;;0.213;5391;2;37.534;;;0.005;4320;0;20.10;
idle;39.17;1.35;40.28;1.42;37.81;1.28;;;;0.356;5403;2;5.424;;;0.001;197;0;20.02;
1600000-threshold-65;52.42;1.57;56.51;1.60;46.31;1.56;;;;0.165;4509;2;39.105;;;0.004;3246;0;19.91;
idle;38.81;1.34;40.06;1.40;37.50;1.27;;;;0.282;4919;2;5.195;;;0.000;118;0;20.02;
1600000-threshold-70;48.82;1.58;52.25;1.60;46.13;1.57;;;;0.273;7741;2;28.760;;;0.003;3424;0;28.84;
idle;39.19;1.35;41.64;1.45;37.50;1.28;;;;0.308;4775;2;5.617;;;0.000;123;0;20.02;
1600000-threshold-75;46.74;1.59;47.78;1.60;45.96;1.56;;;;0.247;10785;2;22.572;;;0.002;3627;0;40.89;
idle;38.73;1.33;40.98;1.44;37.41;1.25;;;;0.293;5027;2;5.261;;;0.001;140;0;20.02;
1600000-threshold-80;48.71;1.58;52.33;1.59;44.81;1.52;;;;0.188;7187;2;28.404;;;0.003;2960;0;29.11;
idle;39.31;1.35;42.33;1.43;37.33;1.27;;;;0.290;4895;2;5.720;;;0.001;163;0;20.02;
1600000-threshold-85;52.20;1.58;52.90;1.59;49.84;1.57;;;;0.178;5049;2;38.728;;;0.005;4117;0;19.02;
idle;38.82;1.33;40.40;1.40;37.55;1.28;;;;0.278;5018;2;5.065;;;0.001;137;0;20.01;
